Gene ID,GenBank Nucleotide Accession
17436,BX376125; AK302777; DA520723; L34035; XM_011535836; ; EU176687; BC017403; AK289783; BC025246; DQ892155; AJ420574; AK223417; AK301875; NM_002395; X77244; U43944
17448,AK316587; BP382246; DQ893080; NR_104165; ; AI793009; AK293460; NM_001282403; AA214555; AK095803; DQ402957; NM_001282404; NM_005918; AF047470; BM463639; DC354622; HM005433; BC001917; AK290779; CR536548; DQ896341
17995,AF092131; AK310537; AK316122; AU099299; AK223061; DB532599; S67973; AK300726; BC008146; BP254989; NM_007103; CR456739; DQ896566; ; AF053070; BC015645; DQ893236; AK055875; AK293522; BC007619; NM_001166102; HQ205289; HQ205293; HQ205301; HQ205302; Y17382; HQ205281; HQ205282; HQ205285; HQ205304; Y17379; CH471076; HQ205267; HQ205273; HQ205274; HQ205276; HQ205278; HQ205286; HQ205296; HQ205284; HQ205290; HQ205295; HQ205298; HQ205299; HQ205268; HQ205272; HQ205291; Y17381; Y17383
12857,BC062437; BE615615; BM835194; CD677397; DA623889; NM_001318788; NM_001318797; BC047869; BT019825; M21575; DQ896459; NM_001318786; NM_001318794; AK027136; AK311847; BE728651; ; BC039013; BG614492; BP343428; M34600; U90915; NM_001861; BC008704; BC021236; CN406213; X54802; NM_001318802; BU599266; DB502762; DQ893162
57435,AK295236; XM_017027193; BC153818; AB067468; XM_006722866; XM_017027194; XM_006722868; XM_017027192; NM_001080400; XM_011528233; 
66395,BC012477; XM_017018271; XM_005274240; XM_017018273; JF432546; X74818; XM_017018272; AK091153; BC128460; BF094607; BF761997; CB129722; AK300376; BE873999; BP358907; BQ448690; AK095346; BC000926; M80902; XM_005274241; NM_001346445; NM_001346446; ; AK128868; CN482151; NM_024060; BC017483; BP359022; HQ448370; M80899; XM_005274245; XM_017018270; NM_001620
15439,BC070299; NM_001126102; BC107587; BC017862; BC121124; BC121125; K01763; X00637; ; BC058031; T71743; BJ994335; CB134891; NM_005143; AK055872; AK314700; M13192; CB117006; K00422; L29394; NM_001318138; M10935; X01787; M69197; X89214; X01790; AC009087; X01794; AC004682; K03431; X01788
13358,BC008061; AK292313; U25147; L75823; BC004980; L76134
17999,D42055; BC152562; AK304394; AY550969; BC144285; AC009997; BC136605; CH471082; AC039057; AL832063; BC144284; BC152452
13419,; AB188152; BC015002; BX648257; DQ579705; DQ892098; M55983; XM_017022999; XM_017023000; NM_005223; AB188151; BC064332; XM_017023007; XR_001751852; DQ895291; XM_017023005; AI378682; BC029437; BX648480; DQ584015; XM_017022994; XM_017022995; XM_017023003; AK095412; XM_017022997; XM_017023004; XR_243264; AJ298844; AK126850; XM_017022993; XM_017022998; AK300914; XM_017023001; BC095475; XM_005255148; XM_006720854; XM_011522393; XM_017022992; XM_017022996; XM_017023002; XM_017023006; XR_932790
93747,; BC008906; BC013264; BE906357; BI091611; BT007123; D13900; NM_004092; BQ130816
12861,HE647860; NM_004373; ; BC107861; BP378295; X15341; DQ893099; BC007723; DQ896371; BC070186; AK312009; AF020589
117198,; AK000931; AK001625; AL137640; XM_005244843; NM_006469; AF161553; AK001824; AK093912; BC067739; DQ443528; DQ443529; AK023123; AK292431; XM_017000084; AF205218; AJ012449; AK023363; XM_011509079; NM_016389; BX648273; AB020657; AK001273; AK092912; XM_011509080; AK023020; BX649183
14245,AK310450; AL357194; XM_011510335; AK294742; AK294853; XM_006711871; XM_011510336; XM_017003624; AK290235; AK302922; BI459149; DB086946; DC334711; XM_006711870; XM_011510333; XM_017003629; NM_001261429; AK293787; BP192775; DB153243; XM_011510334; XM_017003625; AI379040; XM_017003626; XM_017003631; XM_017003632; NM_001261427; NM_145693; DQ894676; XM_017003627; XM_017003628; XM_017003630; NM_001261428; ; AF147446; AK127039; BC018071; D80010; XM_006711869; XM_006711872; XM_006711874; XM_017003623; BC030537; CR749806
67512,AF000237; U56418; ; CN407343; DQ895342; AF011374; BC004529; BC007269; BC019292; BF347518; NM_001012727; DQ892146; NM_006412; BC000026; HM005456
110826,AL833205; CR456827; NM_001014763; BG399783; AK291881; BC093963; AF370381; AK055285; ; BG281641; X71129; NM_001985; AK128845; BC093961
235339,; AK303930; AL832703; DB551427; DQ892447; NM_001931; AK223596; AK296274; BC039084; DQ895658; AK057299; AK299562; X13822; XM_011542647; AK297103; AF317200; AW188637; Y00978
NaN,
67680,BU554163; U17248; NM_003000; BF796275; M32246; ; D10245; AK312056; DQ403007; BC007840; U17296; U17882; U17886
21351,HM005596; AK295537; BC009680; NM_006755; L19437; BC018847; ; AK313427; BC010103
20787,; BC057388; HY085642; NM_001321096; NM_004176; AB373959; BQ025047; DA113045; AK091131; AK128320; BC063281; BI906407; XM_005256772; AB209609; AK293795; AK297113; BC023621; BE208013; NM_001005291; U00968; XM_017024970; AB373958; AK095325; AK294800; BC026962; DA388544; DB084001; XM_017024971
246049,AK309575; AY228364; ; BC101100; DC362112; XM_005268377; AK297682; BC101103; AY162214; BC101102; XM_017009083; BC101101; BX538285; XM_006714756; XM_017009084; NM_181776
12353,JF432775; XM_011542084; BC034350; BP334640; XM_011542083; NM_001215; AB102863; NM_001270500; AB103091; CB956732; M57892; BP333541; AB103090; NM_001270501; NM_001270502; ; AK300652; BX282262
67460,XM_017013147; AA247499; BC143669; XM_017013148; BC105082; NM_001330575; NM_001359; AK300069; AA725334; BC105080; XM_005250808; XM_011516880; ; L26050; U49352; U78302; U94983
242721,; BC151205; NM_152375; AK096072; BC101500; AK056173; BC101498
227197,BC022368; BQ882763; DC413278; AK300585; BC012068; NM_001199983; NM_001199984; NM_005006; AK295987; X61100; NM_001199981; ; AK295966; BC018900; AK098395; BC030833; CA419316; NM_001199982; AK295705; AK298320; AW074155; BC004133; XM_017004188; AA150435
23945,AF131821; AK091314; DA240965; DQ891955; XM_011512377; XM_011512382; XM_011512383; XM_017005663; XM_017005666; AK025983; AK093841; AY172950; XM_011512378; AI379999; AK310874; AK315529; BX640777; XM_017005662; XM_017005664; AI125141; BC047298; BM051374; BX403703; EU660904; U67963; AJ270950; AW166623; BC000551; BE302457; BG249567; XM_017005665; NM_001256585; BC006230; BG035493; BP307995; CR456835; NM_001003794; NM_007283; ; AL833254; BC073823; AK026389; AK125135; AK304844; AL365376; BM669411; DQ895141; XM_011512379
208643,AF002816; AJ001046; BC140892; BM475154; BU683097; CX165113; D12686; DC369776; AK131407; AY082886; BC065256; BU176883; BX647812; CR980540; NM_004953; ; AF281070; AK294567; AK299763; AL832754; NM_198242; AF104913; AK128378; BC082764; BU944064; DC347118; NM_001194946; AF002815; BC140896; DA456156; NM_001194947; AK096719; AK226160; BC007788; BC010688; BQ011010; DB088474; NM_001291157; NM_198244; AB210013; AK308319; BG177454; BT007282; NM_182917; NM_198241
23917,AK297943; DA980797; AK131294; CR933672; XM_017012169; XM_017012172; AK092452; XM_017012173; NM_000883; NM_001142576; NM_183243; CD014010; NM_001102605; BX406207; J05272; NM_001142574; NM_001304521; DC299597; AK293413; CD014008; DA566139; DC326380; XM_017012170; NM_001142575; ; AK054640; AK054667; AK122994; BC033622; DQ598490; XM_017012168; XM_017012171; NM_001142573
18023,L24123; NM_001330262; AK294553; AK302387; AL530578; AL833530; DQ893308; U08853; XM_017024691; BM971272; XM_005257413; XM_005257415; DB097304; BM983473; BX647976; NM_003204; BC010623; DQ894244; XM_005257411; XM_005257412; NM_001330261; ; AK090459; BC131769; DA230932; X77366; XM_005257410
66925,BC015188; BC022350; BX419391; AB006202; BC071755; NM_001276506; AK075360; BC015992; DQ896292; KU178326; NM_001276503; AA374642; BC012603; BT007238; BC009574; BQ000657; KU178325; ; BC005263; CR456932; NR_077060; AI753083; BC070307; CD105572; NM_003002; BC071756; BE567994; BF211358; BG492859; BQ932668; DQ892701; NM_001276504
66841,AK293737; AK304838; NM_001281737; NM_004453; NM_001281738; BC011890; EU093082; ; DA798232; S69232; EU093083; AK311435; AK314803; BX538129; BX957055; DA319656; DB221748
12359,; CA748580; HQ258304; BC027300; BI551632; BC110398; X04076; NM_001752; AK310184; AK315350; BC112217; AK291585; AK301577; AW023382; AY028632; BC112219; X04094; CH471064; X04086; X04090; L13609; X04088; X04096
13167,BM768076; FM213127; FM213128; HQ448654; NM_001282636; NR_104221; NM_001178017; BC006466; BC062996; BP294452; BU599304; FM213123; FM213124; FM213125; FM213129; M15887; NM_001178042; NM_020548; AA096224; AM000001; FM213132; NM_001079863; NM_001282635; DA226476; FM213122; NM_001178041; NM_001282633; ; BP318721; FM213126; FM213130; FM213131; M14200; NM_001079862; NM_001282634; CR456956; NM_001178043
20411,AL707894; XM_017015500; XM_017015502; XM_017015512; XM_017015523; XM_017015525; XM_017015530; XM_017015540; NM_001034957; AL122082; XM_006717593; XM_011539150; XM_017015510; XM_017015519; XM_017015520; XM_017015522; XM_017015537; NM_001290298; NM_024991; AF136381; AM260536; DC334283; XM_017015527; XM_017015539; NM_001034955; NM_006434; BC160134; XM_011539140; XM_017015508; XM_017015515; XM_017015521; XM_017015535; XM_017015538; NM_015385; AK294924; AK304753; AL117472; XM_017015509; XM_017015511; XM_017015513; XM_017015532; NM_001290294; AF330624; AF356526; AK022468; XM_006717589; XM_017015518; XM_017015526; XM_017015528; XM_017015529; XM_017015531; XM_017015533; XM_017015536; NM_001034954; NM_001290296; AF330623; AF356527; AK300407; AK304130; AL832353; AM393082; XM_017015501; XM_017015503; XM_017015506; XM_017015507; XM_017015514; XM_017015516; XM_017015517; XM_017015534; NM_001034956; ; AB037717; AF136380; AF356525; AJ489942; BC042612; BC152463; BX640814; U70668; XM_011539155; XM_011539167; XM_017015504; XM_017015505; XM_017015524; NM_001290295; NM_001290297
58909,AC108065; AK027138; AB020721; AK091328; AK296932; BN000265; AC021183; BC086875
67273,NM_001322020; NR_136158; ; AK025576; BC031332; NM_001322019; BP208667; AK290778; BC003417; NM_004544; AF087661; AF453834; XR_001738750; NR_136155; AB209440; DQ891011; AK091719; NR_136156; AF087854; BI551914; DQ894191; XM_011511228; NR_136157
76614,AK296676; XM_005264110; AK300017; AY921637; CR749590; XM_017003194; NM_001100169; NM_001100170; EU831559; XM_005264114; AK299014; AK304197; BC027458; D21093; DC403234; L42572; ; AK312251; D21092; AK225780; AK299596; AY232292; BC107419; EU831472; AK309004; BX537369; D21091; D21094; XM_005264113; XM_017003195; NM_006839; AF148646; BC002412; BC005983; BU729109; CR456793; XM_011532497
11669,AK223373; X05409; Y00109; NM_001204889; BC002967; AK314856; CB851683; CR456991; NM_000690; BC071839; M26760; ; JF432260; K03001; M54931; AY621070; AK301375; DC353712; M20453; AC002996; M20447; M20452
625249,AI274351; AK225859; BC022071; BF740029; CF127510; X71973; BC058329; BI561548; BM764133; BC011836; BG037088; ; BC039849; NM_002085; AL558552; BC010157; BC021567; BC032695; BQ648717; NM_001039847; NM_001039848; BC046163; HY049693
56338,BC093704; BF446648; ; NM_001313972; BC093702; BX404012; S73591; AK226090; BX537824; NM_006472; AA805348; AK301203; AK304670; BC024305; AY594328; BQ030003; HY177853; AK301148; DB058019; XM_017000085
66694,BC000649; HQ447986; BC067832; ; BC010035; BF979273; DQ891841; BF210184; AK000225; AK291134; NM_006003
244416,XM_006716253; ; BQ431880; DB282578; AK024067; DA100998; AI078688; AI263711; XM_017013835; NM_001201329; NM_024607; AK096119; AK091994; BC043388; HQ448647
17884,NM_017533; BC156394; ; AF111783; XM_017024676; BC157120
14194,AA669797; BC017444; BT009839; EU176358; U48857; AK312415; BC003108; M15502; NM_000143; AW611924; ; KU178075; KU178076; KU178073; DA129148; KU178072; KU178074; U59309; XM_011544132; KU178071
20528,AL521328; BC113592; NM_001042; AK300899; HQ258267; BC034387; M20747; AK313372; BC069615; BC069621; BQ775137; CF594356; ; BC126164
15510,AK298632; BG701476; DQ896771; KU178139; NM_199440; ; AK312240; BC047350; BC067082; AK297305; AK298368; BC002676; BC003030; DQ893414; M34664; NM_002156; AK298844; BX647145; KU178140; M22382; AU098504; BC073746; EU719626; AK301276; KU178141
22070,BC012431; BP215975; NM_003295; AK312951; AY334563; NM_001286272; AF072098; AY117678; BC022436; L13806; AK296952; CR457036; D28408; X64899; NM_001286273; ; BC052333; X16064; AK296587; BC040008; AK130847; BC003352; BC007842; JF432827
72503,AB621823; BC050440; CR933634; NM_001321561; ; D43947; NM_001321560; CN482281; XM_005258073; XM_017025423; BM999622; AK130007; AW161205; AY943906; BC048096; XR_429933; NM_014680; AK307216; BC008591; BC103726; BC120873; DB152098
12606,NM_004364; Y11525; NM_001287424; NM_001287435; ; X87248; BC063874; NM_001285829; BC160133; BC027902
16432,; AK027411; BC018053; AF246221; AK000503; BC000554; AF086918; AF152462; DA087198; BT006863; DQ890591; AF092128; DQ893759; AK130048; BC016148; AF136973; NM_021999
16922,CR542055; NM_001323082; BF185692; BF509272; BM351828; NM_001037537; AF112977; ; AF023462; DQ891007; NM_001323083; DQ894185; NM_006214; BC021011; BC029512; NM_001323080; NM_001323084
22352,; AK222602; BC030573; M25246; AK093924; BC031031; KU178389; EU794672; X16478; AF328728; AK097336; AK222482; AK222507; Z19554; CR407690; X56134; AK056766; AK290643; BC000163; XM_006717500; NM_003380; AK098444; AK091813; BC066956; BQ050765; KU178388
230125,BG953457; ; NM_033412; NR_024873; AK094592; BC063563; BP363489; NR_024872; AK098185; AK091407; BC008500
15481,AB073886; AF352832; AK000571; AK129885; BC042163; DQ891145; ; AK222785; DC395565; DQ894325; FJ224294; XM_011542798; AF217511; AK292067; AK300404; AK310467; NM_153201; AB034951; BC019816; AK096100; BC007276; BC008907; BC016660; EU668349; AK303935; DC312904; NM_006597; AK222628; BC015699; BC016179
116939,; AK025665; CR456476; NM_025225; BC065195; AL138578; BC014449; AK123806; AK315166
18641,BC009919; CB997055; X15573; XM_006724012; NM_002626; AK303605; BG390460; BQ067366; BX537446; DQ896792; XM_005261137; BC004920; BC006422; BC007536; BC018295; DQ893435; HY111158; XM_005261135; XM_017028368; XM_017028372; BU177678; BX351711; XM_017028369; AB209127; BC008964; ; AK054735; AK091488; AK098228; AK308437; CA449348; XM_017028370; BX641051; XM_006724011; AF086180; XM_011529603; XM_017028371; NM_001002021
226849,BM974076; DQ892361; DQ895568; L42373; NM_001199756; ; AK302202; BC110883; NM_006243; AA425592; BP326450; AK312530; BC022474
66904,AK225215; AK225733; AF217984; AK302522; BC005909; BC013768; DA090969; XM_011512873; AK130359; S67325; AI191766; AK295312; AL831978; BC018013; JF432277; AK303079; BC053661; X73424; ; AB209009; M13573; NM_000532; NM_001178014
56398,AK000095; AK299660; AK307060; BI491312; XM_017021879; BM828547; BX391712; CR542085; ; AV761136; BC062538; BG398684; U61538; AK312582; BC031293; BC073809; BE250654; AK094363; BC008373; BC080653; NM_007236; CR536539; BQ213482
14972,; AF287959; AK301019; AK304472; AK316195; AL566368; AY856830; BE875389; D14351; DQ327722; M27971; M98453; X96638; XR_430999; NM_002116; AB209117; AY786588; D14350; D32131; DQ327718; DQ891760; L18898; M12758; M84375; U43334; U45480; X60764; X94573; AF008933; AF015930; AF165065; AF217561; AJ000661; AK301014; BC008611; BC019236; D16843; D38525; DQ336694; KJ534864; M11887; M24042; M86404; U25971; U41057; U50574; X94568; X94570; X94572; Z27120; AF012767; AK313119; AY191310; AY225407; AY786586; D16842; JQ313909; L76936; M27539; M64740; U03697; U03754; U56825; X02457; X57954; X61711; X91399; Z23071; XM_005275331; XM_017030288; AF116214; AF287958; AJ290394; AK125608; AK296091; AY786587; D83515; M84377; U03907; U07161; U18930; U43335; X13111; X60108; X61700; Y08275; Y13028; AF012766; AF140506; AF305699; AK130165; AK301282; BC003069; D83516; DQ327721; M27538; U32184; U36914; U83415; X61704; Y13267; Y17224; Z46633; AF036921; AJ001274; AJ249241; AY365426; AY786585; D16841; D32129; D32130; DQ336695; HG327114; M12377; M27537; M84379; X13112; X61703; X94567; X96724; X97802; AF116215; AJ001269; AJ580771; AY191309; D14354; D26550; D50068; DQ327719; DQ327720; DQ336693; EU176622; M23739; M24095; M32321; M84378; U43336; U52429; X94566; Y11441; NM_001242758; AJ401085; BA000025; X00492; AB774956; AL671277; HG794390; AB774974; AH008295; AH009116; AJ401087; GU812296; HG794396; AB774975; HM596506; M32317; X64454; AB774957; LN810152; M16102; HG794392; U21052; AJ292075; U21053; AK313911; U29057; AJ309047; AL671883; AF189017; AJ401222; L33922; U04245; X91749
13819,AF052094; U51626; ; AK123845; NM_001430; U81984; XM_011532698; CD109908; BC015869; BC051338; BM671511
54673,AF257318; DB038227; HM005485; XM_011541538; XM_017001409; DB451777; XM_006710673; XM_017001408; DQ893029; DQ896273; NM_001206651; NM_001206652; AK001954; XM_017001410; NM_001206653; AF151819; AF263293; AK225864; NM_016009; ; AI936794; AK303710; AB007960; AF350371; BC007455; XM_006710672
11949,NM_001320886; AK292896; AK296803; CR457403; D16563; AK294061; BC020824; CB144767; D16562; HQ448142; ; BC013394; BC013865; BQ893894; BC010380; BC026049; BC000931; BE161935; BI603806; XM_017016290; NM_005174; BC000470; BC016812; NM_001001973
59027,AK292851; BC106046; XM_005250100; BC072439; AK304085; HQ447548; AI299587; AK023341; BI859562; U02020; AL832518; L29050; NM_182790; ; BC020691; NM_005746
67264,AA782554; AI282606; NM_005004; AK289579; BC000466; EU831723; AF077028; BC019276; AL080056; AF044958; BM008944; BM686677; DQ896618; EU831639; NM_001284367; ; AF115968; DQ893286; NM_001284368; CF127298; CR533490; DA428446
170768,AF109735; BC042656; HQ257991; NM_001323016; AK291263; AL583908; BC040482; DC316967; DC319465; XM_017016325; XM_017016327; XM_017016328; NM_001282630; NM_004566; AJ272438; AJ272439; D49817; XM_017016329; NM_001323017; AK304450; NM_001145443; AJ272440; AK131307; L77662; XM_011519493; AI633567; AJ227868; AK303039; DA315586; XM_005252464; AK094645; BC037258; DB068734; NM_001314063; NR_136554; ; AF056320; AJ295747; DC323583; XM_017016326
12039,J04474; BQ018849; Z14093; AK298188; M22221; ; BC007878; BC008933; AB209828; AK313300; NM_000709; BE223026; BG742673; AL833143; BC023983; BM702667; BI910860; NM_001164783
20280,AA664009; AK312856; BC067108; BG432929; M75883; NM_001007098; NM_001193599; AK295214; DB459183; M55421; NM_001007250; ; BC005911; XM_005271103; NM_001193600; BX537618; M75884; XM_017002045; AK303400; BG028932; CA867670; XM_011541935; XM_017002046; NM_002979; AB208789; AK308105; BX537619; NM_001193617; DC330171; NM_001330587; AK294631; HQ448119; S52450; NM_001007099; NM_001007100
11950,AK313541; ; AW385236; BC005366; AK223018; AK311287; AY871272; AK308266; BC016350; NM_001688; AW778751; D28383; X60221; AI754631; AK291077; BC005960; BF237506
12868,; NM_004074; BC063025; BT009803; CR407687; BC000501; AK311934; KC877434
11655,BU173391; Y00451; XM_011533477; AB063322; AK293190; BM546974; XM_011533478; NM_001304443; JF432123; X56351; NM_001304444; AI868691; CD014147; BC011798; XM_017005873; NM_199166; ; AK300993; AK312566; AU279391; AY260745; DA691060; NM_000688
78894,NM_023928; AK304176; AY091468; AB054121; AK022451; AK022740; BC040490; BC040574; XR_001748851; XR_001748853; AK123245; AK308779; NM_001319839; AK024036; AL833047; BC036694; BM975973; XR_001748854; ; AK024760; BC004997; HY018418; NM_001319840; BC041000; BC051862; XM_011538692; XR_001748852
110213,AK026605; AK304577; BC000916; BC036203; BQ613936; DC319835; AK130462; AK225804; AK299587; NM_001098576; ; X75861; AA057740; AK312238; XM_005269126; NM_003217; DA476870; AF033095; AK124849; AK130050; AY736129; DC349385
110611,AL701577; BC001179; BG769363; EU176652; XM_011511058; AK127833; AK309075; BG720303; BP283713; DC400438; DQ891887; XM_005247002; ; AK026138; AK296684; AK300312; BC014305; BC058826; BC113120; BG476584; BX648235; XM_017003941; AK131375; BC007961; DC424146; XM_011511060; AF116718; AK312335; BC021817; BC038965; BX647759; XM_006712475; NM_001243900; NM_001320966; AK092755; DB282620; M64098; XM_017003940; NM_005336; CD672674; XM_005247003; XM_017003942; NM_001320965; NM_001320967; AI434711; BC009422; BP359370; NM_203346
66218,BG991068; NM_001278645; ; BG703246; DB504123; AF261090; AK302286; BC007672; CN410734; NM_001278646; NM_001311168; AL136714; AF067168; AK026538; AK313432; BQ685604; NM_005005; AF044956; AI907018; S82655
20656,; AK304766; AL691784; BM994509; DA041701; AV658055; BC041951; BU741675; DA318772; M36693; Y00985; AA126703; AK296809; BC016015; BG699596; BP289103; DQ893752; DQ003134; X59445; NM_001024466; NM_001322815; NM_001322817; AK097395; AY280718; AY280719; AY280720; BT006967; X07834; X14322; Y00472; NM_001322814; NM_001322819; NM_001322820; AL050388; AY280721; BC001980; BC035422; BM724413; DQ890587; AK313082; AM392836; BU164685; NM_001322816; BC012423; BC016934; CD367203; DA094180; X15132; NM_000636; NM_001024465
67963,AK300879; AK298975; BC002532; DQ895093; AK222474; DQ891907; NM_006432; ; XM_017020930; AK311931; X67698
14325,BC004245; BC008439; BC058820; CR456715; DQ896228; ; AF147331; AK131053; BC013928; BC016354; BC016715; BC021670; EU831925; NM_000146; AK307065; AY466472; BC016346; DQ892980; M11147; M12938; AK131050; AK311773; AK130191; AY207005; BC018990; AK130205; AK131048; BC008441; BX571748; BC002991; EU832020; M10119; Y09188; AK026534; BC062708; BC067772
16783,; BU849686; J04182; NM_005561; AB209319; BC006345; XM_011537494; AK092398; DB462451; J03263; BC025335; BC093044; BC007845; BC021288; DQ892614; AK301584; DQ895854
67719,BC062712; AK303850; AL583806; CH471051
66612,AK074811; BC017087; BC018837; XM_017025347; AF151043; XM_017025345; XM_017025346; NM_001320802; NM_001320803; ; AF373102; DB054498; HY038741; AF395708; AK075212; HQ447484; HY004453; NM_001320801; NM_139280; AF373101; BU633754; DB127807; XM_017025348; NM_016471; AY357943; BC000638; BC050710; BC071833; DB042662; AK093063; AX775843; BC054042
68728,AK027153; AL137597; DB479841; HY108580; XM_005260476; XM_011528952; NM_021202; AJ297792; AY422170; XM_011528953; NM_001329429; AL122050; HY157843; CA310159; HY150218; NM_001329431; ; AK292443; XM_006723841; NM_001329430; AK025412; BC035639
237858,; AB090231; AL831929; BC142615; NM_172367
19285,AK314389; ; AK298072; AL050224; BC004295; AK092406; BC008849; AF000421; AF312393; BC066123; BC073759; NM_012232; AK074512; XM_005257242; AK000715; AK298563
12858,AI815421; BC024240; CR407649; NM_004255; AK026615; DQ893584; DQ987236; DQ987237; M22760; ; AK026623; DQ896832
18708,CT003423; JX133164; XM_005248542; AI124626; AK126345; AI334281; AK000121; AW630519; BE888150; CA427864; NM_001242466; CB216668; DA487709; HQ447692; XM_011543493; AK223613; AK294919; BQ723333; U49349; AK094785; BC030815; BC094795; XM_017009585; NM_181523; ; M61906; NM_181524; AF279367; AK299743; JX133165; XM_017009586; NM_181504
11652,AK055779; BC063421; M95936; NM_001243028; AK314619; XM_011526616; XM_011526619; XM_017026470; NM_001243027; AK294453; BM675176; XM_011526622; ; AK122839; AK308906; BC032709; BC120994; BQ219902; XM_011526620; NM_001626; AK308006; BC120995; KU159425; M77198; XM_017026471; BC022779; CN351354; AK054771; AK304209; XM_011526615; XM_011526618; BC040028; XM_011526614; NM_001330511
68614,AK000639; AK057866; AK123080; BM998643; BX343550; XM_006719340; XM_017019161; XM_017019163; XR_944516; AK301898; AY259835; XM_006719336; NM_001300765; NR_045017; NR_045020; AI313513; AK315119; AL050286; XM_011538164; XM_017019151; XM_017019155; XM_017019159; ; AL079293; BC019274; DA682074; XM_017019152; XM_017019158; XM_017019162; NR_045018; NM_001024668; NM_001024669; AK304707; AY259836; BC000395; BM549678; XM_011538163; XM_017019167; NM_001243689; AF195651; AF315598; AF329277; AK301955; DC357852; HQ448111; XM_006719339; XM_011538162; XM_011538167; XM_017019164; XM_017019166; NM_015416; NM_001024670; NM_001024671; AK126372; AK127540; BX376670; XM_011538161; XM_011538165; XM_017019153; XM_017019154; XM_017019156; XM_017019165; AK225836; BC064943; XM_006719335; XM_017019157; XM_017019160; XM_017019168; NR_045019
102247,XM_011544392; XR_001745474; ; AF406612; NM_178819; AF317516; AY513610; DB470455; XM_017013043; BC061884; XM_011544394; BC051377; XM_011544393; XM_017013042; AL834255; AY358670; BU620295
15277,; AK290357; AF086198; AW134604; BC064369; BM706373; EU176361; BM912287; CB160837; XM_005264280; AI085541; AI278414; XM_011532807; XM_017003945; NM_000189; DQ895770; AF148513; BC021116; CR749202; Z46376; D25412; Z46354; Z46357; Z46360
13010,NM_000099; BF509512; BX647523; HY042866; DQ891439; NM_001288614; ; AK312213; BT006839; GQ472213; CR542018; EU176584; AB587083; CR541988; X05607; BC013083; BC110305
110323,BT006945; X54473; NM_001863; ; AK312140; CR456789; BC001015; CR542137; X13923; D28426; BC002478; DB443544; DQ893609; DQ895078
12826,AY285780; NM_001303110; AA678474; AF258349; AF400431; BC151220; CD613007; H40591; X03963; EU260121; CN256264; M11315; XM_011521048; AF536207; BC142626; BU677787; AF363672; DQ464183; NM_001845; ; AB209646; BC047305; X05561; Y00706; M26538; M26539; M26541; M26566; M26567; M26570; M26572; M26574; M26549; M26554; M26536; M26563; M26542; AL161773; M26547; M26552; M26561; M26568; M26544; M26545; M26576; M26557; M26569; M26575
11520,CR536541; CN277218; X97324; BI494696; NR_038064; AK297920; DQ892977; AF443203; AK312983; BC005127; ; AK296125; BE311586; DQ896225; XM_017014259; NM_001122
60525,; AK022608; AK098026; XM_005260455; XM_006723826; XM_011528907; AK000162; BC073846; CR749716; XM_011528905; AI674262; DA411343; DA628275; NM_001076552; NM_018677; AK025990; XM_011528908; XM_011528909; AK000188; AK092281; AK293634; AF263614; BC012172; DA626707; XM_011528906; XM_011528911; NM_139274; DA630609; XM_011528912; NM_001242393; AL359946; BC010141; BC098422; XM_005260456
58875,AB050000; DQ894677; BC032324; BQ051350; BC013855; BC020167; BP343005; CA449571; ; AF529362; AK311650; NM_152740; AK025558; AK316605; XM_017011719
17992,AF201077; BC101794; ; AK024837; U94586; BC105295; CR407618; AK130950; CR541716; BC101796; BG623521; NM_002489
11826,; AB451402; AK298313; AK309608; AY312580; BC141905; DA197236; BI837828; DQ892366; M77829; S73482; NM_001185062; AK301351; U41517; NM_198098; AB451275; AK309688; AK304684; NM_001329872; AK300995; AK309691; AU122128; U41518; NM_000385; NM_001185061; AK298091; AK312656; AY312581; BC022486; DA712111; DQ895575; NM_001185060
19013,AF086231; AK091885; AY258328; CR457435; XM_005261656; XR_937870; XM_011530243; XM_011530245; AB073605; AB307690; AF270490; AK027101; AK311946; AY258327; XM_011530241; XR_937869; NM_001001929; AK289821; AU104848; AY258329; BC009069; BC071932; BQ024839; CU013147; Y07619; XM_005261655; XM_011530240; AY258330; AY258331; Y16186; XM_011530242; XM_017028839; NM_001001928; NM_005036; AF018254; AK024738; XM_006724269; XM_017028840; XR_001755253; NM_032644; ; BC004162; CR456547; CU013435; HQ692862; XM_011530239; XM_011530244; NM_001001930; AU099251; AY258326; BC000052; EU395809; EU650667; L02932; S74349; XM_006724270
76178,NM_001008215; BC047722; DA214157; ; AK131034; AI002968; HQ257887
13177,BC009631; BQ773923; NM_001178029; L24774; BC002746; ; CD675473; Z25820; AK291127; BC019316; BC000762; BC020228; NM_001919
28080,AK222608; CD174837; CR456822; X83218; AW518473; BC021233; S77356; NM_001697; AK093795; BC022865; DQ656021; ; DQ656022; AF088071; AK311796; AK124187; AK222962; JF432864; X83219; AV734214; BT019836
22608,BC000064; BC002411; BC013838; BC098435; BC106045; DQ894802; M24070; M85234; AK311708; M83234; BC010430; BC018393; CN353145; BC090038; Z70765; NM_004559; BC038384; BC071708; J03827; L28809; NR_132737; AK309996; BC020164; BC070084; DQ891609; ; BC015208; BC065571; BC072014
74148,AK093541; BC004266; BC063786; BC156940; CR627449; AK308854; BC156057; BX648864; ; AK023003; AK074252; AK125717; BC033614; NM_015229; AW291521; XM_011523768; AB014564
