Gene ID,GenBank Nucleotide Accession
12039,J04474; BQ018849; Z14093; AK298188; M22221; ; BC007878; BC008933; AB209828; AK313300; NM_000709; BE223026; BG742673; AL833143; BC023983; BM702667; BI910860; NM_001164783
11950,AK313541; ; AW385236; BC005366; AK223018; AK311287; AY871272; AK308266; BC016350; NM_001688; AW778751; D28383; X60221; AI754631; AK291077; BC005960; BF237506
12868,; NM_004074; BC063025; BT009803; CR407687; BC000501; AK311934; KC877434
11655,BU173391; Y00451; XM_011533477; AB063322; AK293190; BM546974; XM_011533478; NM_001304443; JF432123; X56351; NM_001304444; AI868691; CD014147; BC011798; XM_017005873; NM_199166; ; AK300993; AK312566; AU279391; AY260745; DA691060; NM_000688
78894,NM_023928; AK304176; AY091468; AB054121; AK022451; AK022740; BC040490; BC040574; XR_001748851; XR_001748853; AK123245; AK308779; NM_001319839; AK024036; AL833047; BC036694; BM975973; XR_001748854; ; AK024760; BC004997; HY018418; NM_001319840; BC041000; BC051862; XM_011538692; XR_001748852
66218,BG991068; NM_001278645; ; BG703246; DB504123; AF261090; AK302286; BC007672; CN410734; NM_001278646; NM_001311168; AL136714; AF067168; AK026538; AK313432; BQ685604; NM_005005; AF044956; AI907018; S82655
20656,; AK304766; AL691784; BM994509; DA041701; AV658055; BC041951; BU741675; DA318772; M36693; Y00985; AA126703; AK296809; BC016015; BG699596; BP289103; DQ893752; DQ003134; X59445; NM_001024466; NM_001322815; NM_001322817; AK097395; AY280718; AY280719; AY280720; BT006967; X07834; X14322; Y00472; NM_001322814; NM_001322819; NM_001322820; AL050388; AY280721; BC001980; BC035422; BM724413; DQ890587; AK313082; AM392836; BU164685; NM_001322816; BC012423; BC016934; CD367203; DA094180; X15132; NM_000636; NM_001024465
67719,BC062712; AK303850; AL583806; CH471051
66612,AK074811; BC017087; BC018837; XM_017025347; AF151043; XM_017025345; XM_017025346; NM_001320802; NM_001320803; ; AF373102; DB054498; HY038741; AF395708; AK075212; HQ447484; HY004453; NM_001320801; NM_139280; AF373101; BU633754; DB127807; XM_017025348; NM_016471; AY357943; BC000638; BC050710; BC071833; DB042662; AK093063; AX775843; BC054042
12858,AI815421; BC024240; CR407649; NM_004255; AK026615; DQ893584; DQ987236; DQ987237; M22760; ; AK026623; DQ896832
68614,AK000639; AK057866; AK123080; BM998643; BX343550; XM_006719340; XM_017019161; XM_017019163; XR_944516; AK301898; AY259835; XM_006719336; NM_001300765; NR_045017; NR_045020; AI313513; AK315119; AL050286; XM_011538164; XM_017019151; XM_017019155; XM_017019159; ; AL079293; BC019274; DA682074; XM_017019152; XM_017019158; XM_017019162; NR_045018; NM_001024668; NM_001024669; AK304707; AY259836; BC000395; BM549678; XM_011538163; XM_017019167; NM_001243689; AF195651; AF315598; AF329277; AK301955; DC357852; HQ448111; XM_006719339; XM_011538162; XM_011538167; XM_017019164; XM_017019166; NM_015416; NM_001024670; NM_001024671; AK126372; AK127540; BX376670; XM_011538161; XM_011538165; XM_017019153; XM_017019154; XM_017019156; XM_017019165; AK225836; BC064943; XM_006719335; XM_017019157; XM_017019160; XM_017019168; NR_045019
102247,XM_011544392; XR_001745474; ; AF406612; NM_178819; AF317516; AY513610; DB470455; XM_017013043; BC061884; XM_011544394; BC051377; XM_011544393; XM_017013042; AL834255; AY358670; BU620295
15277,; AK290357; AF086198; AW134604; BC064369; BM706373; EU176361; BM912287; CB160837; XM_005264280; AI085541; AI278414; XM_011532807; XM_017003945; NM_000189; DQ895770; AF148513; BC021116; CR749202; Z46376; D25412; Z46354; Z46357; Z46360
110323,BT006945; X54473; NM_001863; ; AK312140; CR456789; BC001015; CR542137; X13923; D28426; BC002478; DB443544; DQ893609; DQ895078
11520,CR536541; CN277218; X97324; BI494696; NR_038064; AK297920; DQ892977; AF443203; AK312983; BC005127; ; AK296125; BE311586; DQ896225; XM_017014259; NM_001122
60525,; AK022608; AK098026; XM_005260455; XM_006723826; XM_011528907; AK000162; BC073846; CR749716; XM_011528905; AI674262; DA411343; DA628275; NM_001076552; NM_018677; AK025990; XM_011528908; XM_011528909; AK000188; AK092281; AK293634; AF263614; BC012172; DA626707; XM_011528906; XM_011528911; NM_139274; DA630609; XM_011528912; NM_001242393; AL359946; BC010141; BC098422; XM_005260456
58875,AB050000; DQ894677; BC032324; BQ051350; BC013855; BC020167; BP343005; CA449571; ; AF529362; AK311650; NM_152740; AK025558; AK316605; XM_017011719
17992,AF201077; BC101794; ; AK024837; U94586; BC105295; CR407618; AK130950; CR541716; BC101796; BG623521; NM_002489
19013,AF086231; AK091885; AY258328; CR457435; XM_005261656; XR_937870; XM_011530243; XM_011530245; AB073605; AB307690; AF270490; AK027101; AK311946; AY258327; XM_011530241; XR_937869; NM_001001929; AK289821; AU104848; AY258329; BC009069; BC071932; BQ024839; CU013147; Y07619; XM_005261655; XM_011530240; AY258330; AY258331; Y16186; XM_011530242; XM_017028839; NM_001001928; NM_005036; AF018254; AK024738; XM_006724269; XM_017028840; XR_001755253; NM_032644; ; BC004162; CR456547; CU013435; HQ692862; XM_011530239; XM_011530244; NM_001001930; AU099251; AY258326; BC000052; EU395809; EU650667; L02932; S74349; XM_006724270
76178,NM_001008215; BC047722; DA214157; ; AK131034; AI002968; HQ257887
13177,BC009631; BQ773923; NM_001178029; L24774; BC002746; ; CD675473; Z25820; AK291127; BC019316; BC000762; BC020228; NM_001919
28080,AK222608; CD174837; CR456822; X83218; AW518473; BC021233; S77356; NM_001697; AK093795; BC022865; DQ656021; ; DQ656022; AF088071; AK311796; AK124187; AK222962; JF432864; X83219; AV734214; BT019836
74148,AK093541; BC004266; BC063786; BC156940; CR627449; AK308854; BC156057; BX648864; ; AK023003; AK074252; AK125717; BC033614; NM_015229; AW291521; XM_011523768; AB014564
14712,AF035285; AK222773; AK223304; DA552987; DC366380; XM_005273313; AJ002190; AK314181; BC000450; XM_011544303; AB209882; AK297982; AK309994; AF043937; AK311386; BE222957; NM_014236; ; NM_001316350; XM_011544304
66043,AK094357; NM_001001975; NM_001687; BC058927; CR542218; ; X63422; S87916; BC002389; BC004426; BC018079; X63423; S87918; BC018817; BC050458
219189,; AK025432; AK308568; NM_001009814; AA648780; XM_017020469; XM_017020470; XM_017020473; NM_015058; AK095155; XM_017020471; BC053674; XM_006719791; XM_017020472; XR_001749518; AB011136; AL834181; XM_017020474; BC131802; XM_011535007; BC042924
16832,AL516910; D28368; XM_006719074; NM_002300; BC071860; BU540074; NM_001315537; BT019764; CX867875; EU794633; AB209231; BC022835; Y00711; BC015122; BT019765; AY189689; DQ891854; HM005565; NM_001174097; ; AK129881; AK312328; BC002362
19046,AF092905; AM392772; BC002697; X80910; AK295957; AK316532; BI551898; BU740022; CR542263; ; AK303682; AK312329; BC012045; BE047402; BX647295; CD722576; CR542285; EU668339; NM_002709; NM_206877; AI147919; BM835970; BT019744; BX477003; CB111140; CD656807; NM_206876; BQ933435; BX647970
170731,XM_005263547; AL137666; BC017061; XM_005263543; AY028429; BU178912; D86987; DQ894181; EU176270; NM_014874; AF036536; AK289828; XM_005263548; AK001189; XM_005263545; ; AI857365; AK295890; AL122114; DC401346; NM_001127660; AK021947; AK022453
66108,BC111546; HQ447297; BC003351; BC015837; CB110957; L04490; ; AK308588; NM_005002; AK291067; R44283; BC009311; AF050641
69202,M24398
13138,AK291692; AU140753; AW204012; BX402174; L19711; NM_001177636; BC012740; DQ896435; BC014616; DB087722; DB214431; NM_001177638; NM_001177642; ; CX871468; DA223570; NM_001177637; DA338757; DA698126; DA851197; NM_001177639; NM_001177641; NM_001177644; AK297802; BF476692; BM990874; BX384229; DB089586; NM_001177634; NM_001177635; NM_001177640; NM_004393; BP200440; CN282379; DA451012; DB214875; NM_001165928; DA843040; DB065493; DQ893491; NM_001177643
67283,DB482052; AJ251857; DQ896005; XM_017024927; BC005120; BU177306; DA605220; XM_011525098; NM_001126122; ; AY346372; DQ892760; XM_005257559; XM_005257560; XM_005257561; XM_005257562; BC001075; XM_017024926; XM_017024928; AA743427; AK075239; AK225881; NM_021734; AK097882; AL833387; BM455504; AF182404; BU607955; XM_006722007; NM_001126121
19131,
11409,; DB505221; NM_000017; DB487184; NM_001302554; AB527081; AK300645; M26393; BC025963; BU682624; DQ892184; DQ895378; U83992; Z80345; HQ205949; HQ205956; HQ205959; HQ205961; HQ205962; HQ205965; HQ205981; HQ205964; HQ205967; HQ205947; HQ205954; HQ205976; HQ205948; HQ205957; HQ205963; HQ205971; HQ205972; HQ205983; HQ205984; HQ205975; U83991; CH471054; HQ205950; HQ205952; HQ205968; HQ205978; HQ205979
68585,AK093785; AM393280; AY123247; BC012619; BC152555; NM_001321863; NM_207520; AB040462; AB073359; AF063601; AF148538; AK075039; AK129806; AK302741; AY102277; AY102278; AY123248; AK098385; AK130812; AK172726; AM393104; AM393537; AY123250; BC068991; CN429712; NM_007008; NR_135829; ; AB040463; AB073351; AF177332; AF333336; AY102279; BC001035; BC014366; XM_017004519; NM_020532; NR_135830; AB015639; AF148537; AJ251383; AM392753; AY123249; BC071848; BC150182; DB094021; DQ778739; NM_001321862; AB020693; AF125103; AF132047; AF320999; AM393557; AY102276; BC016165; BC026788; XM_017004518; NM_001321859; NM_001321860; AF087901; AF132048; AI671568; AJ251384; AJ251385; AK090714; BC139928; XM_005264434; NM_001321861; NM_001321904; NM_207521; AF077050; AM393122; AY123245; AY123246; BC007109; BC010737; BC152425; NM_153828
56248,; AK001553; DA718987; NM_001199855; AF183419; NM_001199853; NM_016282; NM_001199854; AF100785; AK001951; DQ894847; NM_001199852; AB021870; AK124824; AK298200; DA570364; DQ891660; AK098205; BC013771; BI601245; AF086913; AK027534; BI550730; NM_001199856; BX640794
103172,BM128374; NM_213720; NM_001301339; BC053570; CN273854; NR_125756; CB112856; ; BC065232; NR_125755; AK289560; BM128609; AI247342
12896,; AK223052; BU629852; M58581; XM_005270484; BC005172; HM005553; U09648; NM_000098; NM_001330589; BC002445; AK312687
56428,AK313032; NM_001317231; AF085361; AK223097; AF176008; XM_011519960; BC000875; DQ891810; XM_011519959; XM_017017462; XM_011519961; NM_001317233; AY380792; XM_006718172; XM_017017463; ; AK295218; BQ960010; DB482853; NM_001317232; NM_014342; DQ894993
11937,AL706356; BC104453; BX537784; BX647365; AK092691; BU737186; BX647368; BX649072; NM_004320; BC104452; NM_001286075; NM_173201; AK128456; BX537389; BX647366; BX647367; EF139859; EF139860; ; AK291314; BC148653; BC037354; BX648544
16527,XM_005264293; ; AK123673; AF065163; AF006823; BC140701; NM_002246
67914,BC064946; EU832506; NM_020312; AF161444; BC001478; BM712215; HQ448097; BM717991; DB562540; AK295793; AL136884; AK293585; AK303527; BC054340; ; AK290627; BC029341; DB513313; AK075438; BM680448; EU832587
71361,AK027403; AK127353; BX537621; AF337957; NM_032797; BC023601; DQ896364; ; BG332787; AI922797; BP331371; DQ893092; AF506757; BC006121; NM_001198696
14261,XM_005245037; XM_005245038; NM_001282694; AK315100; AK097039; AK290113; BE465459; DA537896; NM_002021; M64082; NM_001282692; AK296198; BC047129; DA750161; XM_006711241; NM_001282693; XM_006711242; ; HQ257928
14373,CR542179; NM_015714; BT007101; EU176279; ; BM788126; CR542193; DQ894610; AV709160; BC009694
28169,AF156774; BC011971; XM_017028411; XM_017028412; AY358704; BC026047; BC063552; HQ447507; XM_006724030; XM_011529660; XM_011529661; XM_017028409; XM_017028410; AK125804; BC040603; CD672915; XM_011529663; BC004219; XM_005261160; XM_006724029; XM_011529665; XM_017028413; NM_020132; AL355720; XM_006724031; XM_017028414; AB040138; AF156775; BC004413; BM083518; XM_011529662; XM_017028408; NM_001037553; AK026135; AL355721; XM_011529664; ; AK074300; AK300562; AL109795; AL832919; BC013167; BM476336
29811,BX248031; XM_011536996; XR_001750456; NM_001282212; NM_001282214; AF159092; AK090657; AK293514; BC011240; BX647091; XM_011536999; XM_011537001; XM_017021484; XM_017021486; XR_001750458; NM_001282211; NM_001282216; NM_001320329; AK057847; AK098388; AK130029; XM_011536997; XM_017021488; XM_017021491; XR_001750459; NM_001282215; NM_201536; ; AF087872; AL136574; BC013209; BG818977; CR749252; DA065447; XM_011536998; XM_011537002; XM_017021492; NM_201539; AK057843; BC010458; BC093038; BX647748; CB153966; XM_017021482; XM_017021497; NM_201535; NM_201541; AF304051; AK024521; AM392671; AW163815; BM810623; XM_017021483; XM_017021490; XM_017021495; XM_017021496; NM_001282213; NM_201537; BI759006; BX247987; XM_017021480; XM_017021481; XM_017021487; XM_017021493; XR_001750457; NM_201538; NM_201540; AB033074; AK096999; BF341160; XM_017021485; XM_017021489; XM_017021494; NM_016250
66142,NM_001866; BT009767; CR450332; CR542124; AK311879; DQ890544; ; Z14244; BC018386; EU176472
11739,AB209764; BI544547; KU177900; BC008664; J02966; J03593; AK291902; BC063643; BG707401; DQ894735; NM_001151; BC061589; KU177901; KU177902; ; AF052119; DQ891547; HQ206347; HQ206368; HQ206373; HQ206375; HQ206380; HQ206383; HQ206350; HQ206357; HQ206361; CH471056; HQ206348; HQ206354; HQ206358; HQ206359; HQ206360; HQ206362; HQ206372; HQ206374; HQ206379; J04982; HQ206349; HQ206353; HQ206356; HQ206363; HQ206365; HQ206385
66052,BC033626; D49737; NM_001035512; AB212048; AK131051; BC020808; KU178321; NM_001278172; ; BC012735; DA751501; KU178322; KU178323; NM_003001; AB201252; AB211234; AB211235; CR457102; KU178324; AK293687; AK294305; BC066329; BG724095; U57877; NM_001035511; NM_001035513; NR_103459
72900,AF147367; AK312129; M22538; XM_017025782; AK291865; BC001632; BC017487; AW051350; CB121843; DQ895813; NM_021074; BC071689; BG742948; ; CR456928; DQ892593; XR_243808
19299,AK126440; AK296791; AK308159; M81182; ; XM_011541877; BC009712; BX648715; XM_017001953; XM_017001954; DC317792; XM_006710802; BC068509; X58528; NM_001122674; AK302714; BT006644; XM_017001952; NM_002858; X83481; X83483; CH471097; X83469; X83470; X83480; X83474; X83478; AC118469; X83472; X83476
66576,; NM_001089591; AL122001; BC015177; BC001426; S61826; CH471059; BC107703; M36647; BT007070; Y00764; CH471167; AL450998
22339,AY263145; AY500353; BC011177; BM661679; NM_001025367; AB209485; AB451451; AF062645; AF430806; AF486837; BX442364; NM_001025369; NM_001171627; NM_001204384; NM_001317010; NM_003376; ; AF323587; BC058855; CN256173; EU832814; KT581011; NM_001025368; NM_001171623; NM_001287044; BC019867; DA237741; DQ229900; M32977; X62568; NM_001033756; NM_001171628; AF022375; AK125666; NM_001171626; NM_001171630; AB451322; BC172307; BQ880667; GQ129408; HY066915; M27281; S85192; NM_001171625; NM_001171629; AB021221; AF214570; AY047581; AY766116; BC065522; BU153227; CX756573; KT581010; NM_001025366; NM_001025370; NM_001171622; NM_001204385; AF024710; AF091352; AJ010438; AK056914; BF700556; NM_001171624
68178,BC030995; XM_011522120; ; AK027863; BC118919; XM_011522121; NM_032866; AY610514; BC015433; BC093827; XM_005254726; AK307410; BC112049; BC118918; DC415862; NM_001252335; AA661765; AL110171; BQ023767; DA272287; AB051536; AK027025; BC021799; BC062770; XM_005254727; XM_017022685; XM_017022686; AY274808; AK056673
18186,AA973607; AB209641; XM_006717521; AL833608; BU858030; EU831654; XM_006717524; XM_011519756; AF268691; AF018956; BC007533; BC007737; BX648250; DA702852; EU831737; XM_006717522; XM_011519755; AF280547; AK292822; BT006995; BX510902; XM_006717523; XM_006717525; XM_017016866; NM_001244973; NR_045259; ; AL698999; NM_001024628; NM_001024629; NM_001330068; AF145712; BX648025; XM_017016865; AF016050; AF086016; AY249243; CR749333; XM_006717526; NM_001244972; NM_003873
11512,BF511227; AK225224; AK294446; BX537664; U65474; XM_017018743; NM_015270; NM_020983; AF250226; XR_001748565; ; AB007882; AA628691; XM_006719210; BC064923
74185,BM509929; BQ632568; ; AK297939; AK312245; EU176342; L07956; NM_000158; BE614098; AK300620; AK125918; BC012098; AB209731; BQ022720
12859,M59250; M19961; AC017099; BC006229; BT006742; U41284
57279,DQ892599; BC001689; Y10319; BI913588; DC360427; AK301744; BQ018220; NM_000387; ; AK312962; DQ895828
18655,AK295014; AK301632; AK310756; EU794645; HQ258236; ; AK295182; AB062432; AK303848; L00160; S81916; NM_000291; BC104837; V00572; AK312280; BC113568; AY423725; CR456716; AK298855; AK291081; AK301740; BC023234; BC103752; BU677171; D28371; DC336483; M34017
11757,AK222659; AV737791; AV761690; BC007062; BM144742; HY173455; AK313169; AV718278; BC021691; EF036492; BC009601; BG115645; NR_126105; NM_014098; BC111397; NM_006793; NR_126103; ; BC008435; BT020007; CD687044; HY082255; NM_001302272; NR_126102; BC002685; BC022373; BC059169; BX382389; AK130897; BG282768; CR450344; NR_126106; AF118073; BF209381; D49396; X85129
21991,AK222638; BC011611; BC070129; EU794668; BC015100; CR541702; NM_001159287; AK129488; NM_000365; NM_001258026; AK300661; AK313282; BC007086; BC017917; D28460; AK298809; BC007812; BC009329; BC017165; BC018899; DQ896578; ; AW250466; DB444195; DQ893249; M10036
12864,AK311791; CH471060; AF067636; BT007007; AF067637; BC000187; X13238
68015,AJ890085; AK057620; JX481354; NM_001272049; AF154108; ; AF043254; AK093344; AK223076; AK299127; BC001455; BC023585; BC002994; DQ893476; HM005522; DB452880; DQ896346; XM_011522345; AB209805; AK223049; BC018950; AK223205; BC000406; U12595; XM_017022851; NM_016292
66075,AK294071; NM_001317178; DC385940; AK000427; NM_001317177; NM_017812; ; AK129533; AK310236; BC014839; AL516679; BC011596; HQ447383; NR_133671
77219,AK096410; FJ224334; AK311280; BC059364; BP357520; HQ448502; AY424308; DR158023; BU616297; AY346133; NM_001146155; NM_152444; ; AK309188; BX641118; NM_001146154
70984,XM_017017613; XM_017017619; AF092133; AL136605; BM551310; XM_006718824; XM_017017617; NM_001286067; AY203960; EU831633; XM_011542781; NM_014039; AK225977; AK291833; XM_017017616; AK292215; CR533538; XM_017017614; XM_017017615; BC007110; EU831717; NM_001286069; NM_001286071; AA864999; AK129932; AL708049; BC012298; BC046477; XM_017017618; ; BI597310; XM_011542782; NM_001286068; NM_001286070
22272,; AK297061; BC090048; BU953465; BU190580; BC064949; BG678118; AW327741; BC001390; AK312148; CR743513; NM_014402
22333,AK293639; BC090042; BC071168; NR_036625; DQ896492; NM_003374; DB475162; L06132; XM_017009823; XM_005272075; AK095989; AK122953; BC008482; DA072915; NR_036624; DQ893183; XM_017009821; ; XM_017009822; AJ250038; AJ250034
11640,BC000729; BM711930; XM_005257709; EU176646; HM005545; X97335; XM_005257707; XM_017025190; AK292416; AK308397; CB048239; CD172211; XM_017025189; NM_003488; AF015910; AK297810; DA455114; XM_017025191; XR_001752655; NM_001242902; NM_001242903; ; DQ893602; U34074; DA092401; NM_139275
13830,DC368197; DQ891058; NM_001270526; DQ894236; BC010703; BI763647; AU137947; M81635; BI553227; BM925356; CR542100; NR_073037; ; AK302977; AK307999; AL040491; BM451470; X60067; NM_001270527; AI224884; AK304449; AK304518; BG701899; BP208523; CA447945; NM_004099; NM_198194
71679,BC032245; BC038092; AF061735; AF070650; AF087135; AK095671; AK312230; DQ583597; AA608885; AF086159; NM_001003785; ; BC029392; NM_006356
27280,AI083980; AW194162; BM996951; ; AI624156; AI188803; AK222644; BG990425; BX090314; CN356697; NR_073080; AK312115; BE892338; BQ000725; W30744; AW513769; BC033874; BE778799; NM_012396; AF151100; AI870979; AI678238; AK075179; BC014390; BC068273; CA406398; JF432856; N94465
18747,AK131561; NM_207518; AK290147; AK292284; AK301264; BC108259; AF224718; BU543573; X07767; AF208004; NM_001304349; ; AK093803; BC039846; M80335; XM_017026948; NM_002730; AF239744
18604,BC005811; NM_001199899; AK055119; AK290522; AK293600; BC040478; AW469593; BQ024783; NM_001199898; ; BQ071206; AK297089; BC063137; AW302405; L42451; NM_001199900; DA199055; JF432702; NM_002611
22245,AA809511; AF125106; CR457281; NM_001318519; AF237290; AK057848; BI770572; NR_134667; ; AK295471; BC091495; XM_005272224; NM_001261450; XR_246602; NM_001135954; NM_031432; AK022317; DA598285; NR_134666; AF254133; AK307475; KU178796; BC015547; KU178794; KU178795; NM_001261451
102632,AJ608287; AK298627; BC125205; CB240680; DA804241; NM_032169; NR_132428; AK131265; AK022654; AL833721; AX803785; BC125204; ; BC019607; NR_132427; AK308380; AX803783; NR_132426; AI091999; AL832873
227095,AK222979; U66669; ; BI764401; XM_011510954; BP193393; AK126890; AK223023; DB034438; HM005399; XR_922903; NM_014362; BC005190; XM_011510953; AI767349; AK313651; CA453768; AK308042; BC067822; CA448468; NM_198047
381833,
241694,; XM_011529310; XM_017027972; XM_017027975; XR_937111; XR_937114; DQ310704; XM_017027977; AK026194; XM_011529311; BC171842; BE467241; XM_017027974; AK022881; AY007156; BC013749; XM_006723598; XM_006723599; XM_011529309; XM_017027976; NM_020343; AK127228; AY007097; CR990457; XM_017027973; XR_001754352; AK002211; XM_005260768; XR_937112
22359,BC144245; DA386669; NM_001018056; NM_001322225; AA758887; L22431; AK095744; S73849; AK092381; BC142653; D16494; AB208822; D16493; XR_001746373; L20470; NM_003383; ; AK289527; NM_001322226; BC136562
57259,CU013194; BM453650; XM_005261315; XM_006724105; AB035207; AB051450; AL133080; CU013482; AI362988; CR456594; D64109; XM_017028539; BC028919; BC038957; NM_016272; ; CR541684
68738,AK125923; AW024920; BC032076; NM_001252675; AK024396; AK027817; AK125058; AL832939; BC114612; AK296306; DC404033; XM_006723659; XM_011529388; XR_937170; NM_001252677; AB058749; BC039261; AK024424; AK092295; BC044588; ; AK090851; AK127566; AK314440; AL833041; BC055008; NM_032501; AK094414; BM150326; NM_001252676
269951,; AK299987; BC009244; X69433; AK222916; AK312627; AK316388; NM_001289910; NM_002168; AK294148; BC071828; DQ892817; HY010337; NM_001290114; DQ896063
28295,BC002370; BQ011869; D86061; D86062; BQ647697; HM005650; JF432677; NM_198155; ; NM_001320384; AA045757; AW292582; BQ882034; U53003; Y07572; NM_004649; BI196781; NM_001320383; BC003587; XM_017028479; NR_135220; BP283346; BQ652689; CX788692; XM_006723901; XM_006723903; XM_011508904; XM_011508906; XM_011508908; XM_017028514; XM_016999853; XM_016999854; XM_006723902; XM_006723904; XM_016999855; XM_011508905; XM_011546081; XM_017028516; XM_011508907; XM_016999856; XM_017028517; XR_001736205
70456,CR533473; NM_015415; XM_006711266; AL110297; NR_026550; AM393085; BC104158; DC374001; AK290126; CR407632; NM_001143674; BC104157; ; AK307189; AK311913; AL035304; AL554033
11459,DQ896197; AK300697; BX648545; AK096902; AY280960; CR536516; BC012597; DQ892949; AL598491; J00068; NM_001100; CR541796; 
108654,; AA602175; DA984075; BU189118; CB987819; NM_001098801; AK055618; AK309819; DA560663; U78519; AK309506; DA895646; NM_152352; DA573992
72157,AK293298; NM_001172819; AK294186; AK312254; NM_001172818; AK300100; DQ890618; NM_002633; BC019920; ; AK298505; BT006961; DC373587; BC001756; DQ893786; M83088; BC067763; BC090856
75735,AK127777; BC036934; BK000009; XM_017016335; XM_017016336; XM_017016338; BC172476; XM_017016334; AY027662; XM_017016333; NM_148978; AF355198; BC156381; XM_017016337; BK000008; ; AK057932; AK125428; AY027663; BC026296; AY027661; NM_138316; NM_148977
110208,BC000368; CD700605; HY245069; AK300952; AK303898; AK290404; AK298830; NM_001304451; ; NM_002631; AK296889; AK304423; HY049516; U30255; NM_001304452
68943,AB053323; BC009534; DQ894212; DQ896646; ; AK075225; BC028215; DQ891033; NM_032409; AF316873; AK130746; DQ893330
67326,NM_017874; BC010873; BC069204; NR_047675; AK225109; BG474804; NM_001258429; BC024036; AK024220; AK097645; JF432746; XM_011529266; ; AK124341; AK290955; AK308520; BC012196; BF978883; AK000557; AK125202; DB317576; NM_001258430; NM_001039140
54403,AB470072; BC030977; DA343084; ; AF157492; NM_003759; AA349118; AF004813; AF053754; AK090968; AK226164; XM_017008793; AK308038; AF069510; CR749482; NM_001098484; NM_001134742; AF007216; AF310248; AK307594; AV724814; DA635432; XM_017008792; AF011390; AF053753; AV726720; BC127908; BE855478; DA378692; EF531618; XM_011532390
57423,BC003678; NM_004889; BE139254; CB110074; EL952520; AY046911; CB155273; CD176299; CR542155; NM_001190354; AF088918; BU587946; NM_001039178; ; CR456891; DA064847; AK123419; AK223348; CD173604; CN274665; NM_001190353; AF047436; AK094388; DB114195; NM_001003713; NM_001003714
14004,AF078845; BC015639; BF347122; DB442753; EU832729; HQ448487; ; AI218619; AA398444; Z36851; AY633613; BC003079; BC066331; NM_001320327; BC100275; CN363208; EU832651; AY605046; NM_016139; BC071985
56348,AK074952; AK075216; AK092938; BC012043; XM_011520156; XM_017017881; ; AF078850; BX537496; NM_016142; AK027882; AK075011; AK222881; BP359822; AK292625; EU176708; AK301663; BC012536
104130,; AA287166; AF134476; AK000501; AF251063; BU682304; BC107805; AF044213; NM_001135998; NM_019056; AY359056; CR457239; BC010665
72479,AL162732; AY093428; CH471105; AK289929; AL833735; BC004331; AK292486; BC095451
68349,AK313802; BC000617; DA893277; NM_004551; ; AF067139; AK294167; AL135819; DQ891934; AA477836; AF100743; AK223255; DQ895121
67530,AK311756; NM_006294; BI547559; BU535281; NM_001254752; AK295007; X13585; NM_001199975; M22348; M26700; AK307085; AV747179; BC005230; BC041005; CR542176; CR542196; NR_045639; AI365233; 
13063,; BC008475; BC009602; BC016006; AM393213; DB447825; BC005299; D00265; DQ896279; AK311836; BC009607; BC014359; BC014361; BC068464; BC070156; BC071761; CR542175; BC070346; AL713681; BC009578; BC021994; BC067222; BF446772; DQ893038; AI365318; BC008477; BC009579; BC015130; BC024216; BU597562; AK056360; AM393423; BC009582; BC009587; BC022330; BG677560; BT006946; NM_018947
18716,; AK312227; BC010950; BC010951; Y10179; CD723133; NM_002652; J03460; AB267155; AB267177; AB267179; AB267184; AB267193; AB267196; AB267209; CH236959; X51501; AB267101; AB267104; AB267126; AB267143; AB267145; AB267150; AB267160; AB267165; AB267169; AB267170; AB267185; AB267208; AB267215; CH471198; AB267099; AB267103; AB267113; AB267123; AB267136; AB267158; AB267164; AB267166; AB267172; AB267176; AB267188; AB267190; AB267191; AB267192; AB267195; X51502; AB267097; AB267100; AB267102; AB267105; AB267109; AB267122; AB267125; AB267134; AB267142; AB267146; AB267148; AB267152; AB267168; AB267180; AB267194; AB267213; AB267107; AB267114; AB267120; AB267130; AB267140; AB267175; AB267183; AB267186; AB267198; AB267201; AB267203; AB267205; AB267207; AB267212; AB267216; X51504; AB267110; AB267115; AB267119; AB267121; AB267127; AB267135; AB267147; AB267149; AB267156; AB267159; AB267161; AB267167; AB267174; AB267182; AB267187; AB267189; AB267197; AB267200; AB267202; AB267204; AB267210; AB267211; AB267106; AB267112; AB267129; AB267137; AB267138; AB267144; AB267157; AB267162; AB267181; AB267206; AB267098; AB267111; AB267116; AB267131; AB267132; AB267133; AB267153; AB267154; AB267163; AB267171; AB267173; AB267178; AB267199; AB267214
74143,BC035393; BQ774938; DA993450; NM_015560; NM_130833; NM_130836; AB011139; BC058013; NM_130835; NM_130837; AK022522; CN314824; XR_001740159; NM_130831; NM_130834; AK022107; BC075805; ; BC043443; XM_017006500; XR_001740158; NM_130832; HQ204925; HQ204929; HQ204933; HQ204913; HQ204922; HQ204927; HQ204932; HQ204938; HQ204940; HQ204945; HQ204911; HQ204914; HQ204936; HQ204907; HQ204908; HQ204912; HQ204935; HQ204939
12866,AK312154; BC133654; ; BC100852; CB139775; NM_001865; BC101826; CK821341; BC100854; HE647861; AA978033; BC100853; BC101828; CR542125; X15822; NR_029466; CR407646
104215,XM_005264229; NM_012249; BC056154; AK095329; BC033251; BC065291; BU928962; ; BC013135; BC070485; BC093805; BC101806; EU794657; M31470; XM_011532726; XM_011532728; AF498976; XM_017003716
