Entrez_ID	Gene	mouse_scBAT_count	mouse_iBAT_counts	mouse_WAT_count	BAT1_int_Wu	BAT2_int_Wu	BAT3_int_Wu	beige1_int_Wu	beige2_int_Wu	beige3_int_Wu	Human_scBAT_FPKM	Human_WAT_FPKM
66993	Smarcd3	551	613.3333	429.6667	131.91	111.43	179.2	238.33	178.65	135.61	1.1	0
234723	Txnl4b	514	487.6667	412	179.8	190.03	218.51	123.54	155.25	163.99	5.58	2.36
66279	Tmem218	245	280	181.6667	542.05	492.13	549.23	330.48	434.73	487.32	0.84	0.15
50915	Grb14	1414.6667	1407.6667	891.6667	174.23	159.475	258.775	128.525	130.74	162.09	3.23	1.21
13929	Amz2	1481	1494	1353	313.555	464.665	505.655	345.725	324.27	358.22	14.25	0.52
54611	Pde3a	167.6667	169	120.6667	10.34	18.21	12.87	8.7967	10.9667	11.3267	2.12	0.59
54611	Pde3a	167.6667	169	120.6667	10.34	18.21	12.87	8.7967	10.9667	11.3267	1.6	0.27
52502	Carhsp1	6138.3333	5857	4791	1102.415	970.09	2012.45	743.825	1204.83	722.935	0.65	0.3
50887	Hmgn5	977.6667	948.6667	895.6667	622.12	487.2	264.51	320.82	372.84	406.33	1.9	0.73
53318	Pdlim3	148.6667	71.6667	82	1	1	16.81	16.9	13.4	21.44	3.66	1.6
17300	Foxc1	86.6667	30	46.3333	180.57	310.175	330.505	130.22	112.02	128.515	2.49	0.92
66588	Cmpk1	3381.3333	3127.6667	3168.3333	2238.725	2282.505	1614.975	1719.91	1682.865	2094.385	1.21	0.32
71785	Pdgfd	518.3333	607.6667	364.3333	26.7933	17.8733	13.9767	17.1067	8.6867	9.8667	3.64	0.64
71785	Pdgfd	518.3333	607.6667	364.3333	26.7933	17.8733	13.9767	17.1067	8.6867	9.8667	6.5	2.19
73102	Slc22a23	1677.3333	1399	1291.3333	111.44	117.47	83.94	28.79	57.95	29.78	3.49	1.47
56422	Hbs1l	1327	1330.6667	1286	410.3367	518.93	528.1833	320.9633	315.9867	266.8433	5.14	2.12
71147	Oxsm	1026.6667	946.3333	913	125.068	78.488	72.18	90.338	101.186	95.288	1.65	0.42
18105	Nqo2	919	1090.6667	793.6667	280.5167	108.0533	125.3533	190.3533	195.16	213.46	47.18	22.26
66361	Zfand1	627	606	567.6667	177.4	206.76	125.49	117.78	85.7	178.54	4.02	0.13
102103	Mtus1	4607.6667	4493.6667	3641.3333	270.8533	423.8333	264.7667	245.5833	272.6167	466.49	5.19	0.74
102103	Mtus1	4607.6667	4493.6667	3641.3333	270.8533	423.8333	264.7667	245.5833	272.6167	466.49	1.13	0.36
102103	Mtus1	4607.6667	4493.6667	3641.3333	270.8533	423.8333	264.7667	245.5833	272.6167	466.49	1.5	0.47
216350	Tspan8	19.3333	7.6667	8.6667	12.94	16.228	15.486	15.508	25.136	22.408	2.03	0.35
15488	Hsd17b4	7759	7328.6667	6427	1266.465	1093.075	832.12	948.43	865.62	976.11	0.9	0.15
76612	Lrrc27	352	330.6667	242	161.295	118.22	148.885	160.31	136.75	162.035	0.62	0.3
96875	Prg4	105	102.3333	73	10790.53	13904.8	14626.76	1999.57	6750.96	7908.72	3.85	0.34
96875	Prg4	105	102.3333	73	10790.53	13904.8	14626.76	1999.57	6750.96	7908.72	7.79	2.54
51902	Rnf24	708.6667	626.3333	594	170.235	186.865	183.84	211.205	222.22	189.47	1.5	0.52
52840	Dbndd2	646.3333	678	560.3333	69.096	85.858	71.716	96.578	65.68	73.076	0.62	0.2
27205	Podxl	2761	2439.3333	2236.6667	20.16	14.275	15.035	25.465	14.17	10.805	7.13	3.29
19347	Dennd5a	5402.6667	5612.6667	5184.6667	1833.11	1811.69	2592.39	2008.33	1623.37	1746.39	2.17	1.08
69556	Bod1	1099	1050.3333	982	1100.93	801.42	858.97	1154.08	830.91	651.39	0.84	0.32
50493	Txnrd1	2838	2740	2773.3333	1947.56	1800.5967	1940.9233	2748.99	2080.93	1246.5033	2.19	0.96
229663	Csde1	11054	11139	11032	3369.205	3365.845	4421.33	3186.295	1748.245	3788.535	1.88	0.69
72201	Otud6b	1653.6667	1566	1572.3333	1018.26	982.25	718.61	1009.48	578.42	1174.1	6.03	2.92
55978	Ift20	1012.6667	961.6667	957.6667	1204.07	1132.86	1009.06	952.26	1625.7	1002.93	3.67	1.52
75553	Zc3h14	1818	1796	1848.6667	596.945	763.395	739.02	801.525	314.385	576.955	12.4	5.05
75553	Zc3h14	1818	1796	1848.6667	596.945	763.395	739.02	801.525	314.385	576.955	2.95	1.26
18563	Pcx	29861.3333	22133.6667	24430.6667	4234.38	2995.46	1577.73	2559.03	2861.73	4894.4	0.79	0
242557	Atg4c	512.6667	489.3333	443.3333	141.895	156.43	166.7	98.97	137.43	123.825	1.33	0.26
74006	Dnm1l	2712	2840.3333	2799.6667	687.8875	596.115	520.9975	671.5475	538.445	685.285	13.58	6.73
216742	Fnip1	1740.6667	1643.6667	1774	607.5633	438.95	432.5767	572.9233	250.73	352.3833	0.96	0.37
230866	Emc1	1640.3333	1564	1676.6667	217.6533	201.3967	263.53	176.1433	173.33	188.73	2.38	0.97
77116	Mtmr2	1816	1947	1850.6667	347.65	170.955	287.21	346.95	167.985	386.815	5.84	2.58
68944	Tmco1	2281.3333	2276	2187.6667	4404.74	3482.89	2464.55	3298.95	2604.93	4766.3	3.89	0.65
18029	Nfic	4291	3830	3842.3333	158.744	185.888	381.4	160.43	138.956	118.572	1.29	0.62
66727	Hrasls5	48.6667	52.3333	25	18.13	21.32	18	3.63	38.74	21.31	0.79	0.3
13198	Ddit3	566.6667	653.6667	545.6667	3900.18	2216.405	3429.675	2576.085	2309.375	1662.83	1.34	0.19
74167	Nudt9	1344	1301	1339.3333	670.925	915.665	898.275	657.22	741.575	739.76	3.81	1.23
69860	Eif1ad	1095.6667	1127.3333	1132.3333	681.545	576.94	438.515	625.515	466.5	682.385	2.51	0.84
77045	Bcl7a	798	962	784.6667	49.642	60.464	70.92	91.004	58.164	39.184	0.96	0.44
12006	Axin2	615.6667	489	600.3333	38.29	25.335	30.305	45.945	21.59	35.295	4.1	1.8
15160	Serpind1	16.3333	11.3333	10	1.58	4.33	3.75	6.36	2.88	2.88	1.02	0.23
64209	Herpud1	2798	2449.6667	2903.3333	748.605	1026.75	1108.165	464.61	609.025	578.335	0.63	0.07
19376	Rab34	2401	2403.3333	2058.6667	2432.64	2246.91	2187.84	1880.165	2266.56	2049.23	1.01	0.43
109685	Hyal3	60	41.3333	41	35.66	38.32	42.97	28.33	47.84	40.3	1.48	0.54
19358	Rad23a	1398.6667	1390.3333	1468.3333	173.4275	178.9825	176.34	138.6525	139.71	107.43	6.75	2.14
74159	Acbd5	2661.6667	2579	2600.3333	676.555	649.605	577.985	586.095	534.19	850.43	0.99	0.44
76366	Mtif3	519	496.6667	514	185.72	170.68	137.12	251.08	130.06	169.45	13.11	3.98
66204	Acyp1	361	366	343	357.93	315.2933	262.2533	314.52	293.4733	214.6833	4.49	1.89
69656	Pir	244	262.3333	181	258	239.28	247.15	413.38	492.55	291.31	1.03	0.29
68957	Paqr6	38.6667	30	28.3333	11.51	6.94	12.07	6.55	5.8	2.94	1.94	0.88
13803	Enc1	1194.3333	1059.3333	1143.3333	3749.2333	2636.3667	5545.84	2224.54	2634.56	3435.5267	2.27	0.73
13803	Enc1	1194.3333	1059.3333	1143.3333	3749.2333	2636.3667	5545.84	2224.54	2634.56	3435.5267	1.12	0.17
66132	1110008L16Rik	410.6667	395.3333	382	150.82	197.49	170.64	148.57	106.4	134.07	0.69	0.01
327655	Ppip5k1	3278	3221	2862.6667	141.17	159.775	155.635	108.54	122.48	121.825	1.21	0.44
239833	Lmln	121	154.6667	99	22.175	24.815	25.16	25.94	12.34	21.68	0.69	0.3
27219	Sgk2	5	8.6667	1.6667	32.69	29.3	30.98	36.82	26.51	21.7	2.01	0.95
11855	Arhgap5	2761.6667	2645.3333	2581	249.205	92.995	164.51	237	25.015	208.305	5.34	1.18
218952	Fermt2	4064.6667	4299.6667	3650.3333	766.2133	1280.7967	1020.9967	712.05	485.36	1050.79	3.31	0.01
223693	Tmem184b	2719.3333	2444.3333	2722.3333	747.73	995.7	839.34	515.29	932.1	541.93	1.54	0.32
18046	Nfyc	856	892	909.6667	802.92	428.95	322.04	527.1	465.45	677.6	9.69	3.17
18046	Nfyc	856	892	909.6667	802.92	428.95	322.04	527.1	465.45	677.6	0.67	0.24
238055	Apob	5	1.3333	1.6667	31.73	12.515	18.25	22	19.065	24.49	1.1	0.37
18618	Pemt	206.6667	170.3333	167.3333	70.7	53.83	45.83	45.37	70.21	43.31	2.87	1.29
18570	Pdcd6	1718	1797.3333	1846.3333	3073.77	3399.87	2375.51	3415.51	3911.26	3200.96	8.77	3.91
14420	Galc	770	769	750.3333	29.1667	22.37	26.88	20.0233	27.9333	19.86	2.97	0
66665	Msantd3	263	267.6667	203.6667	61.765	44.375	71.565	135.825	69.26	83.615	27.75	6.38
66665	Msantd3	263	267.6667	203.6667	61.765	44.375	71.565	135.825	69.26	83.615	2.96	0.77
17434	Mocs2	2038.3333	2072.3333	1941.6667	1532.26	1570.28	910.2	1333.33	1645.515	1552.48	4.15	1.95
242083	Ppm1l	332	295	309	16.6033	15.5733	21	29.0933	22.1333	46.6033	2.27	0.8
109910	Zfp91	3234.3333	3194.3333	3410.3333	577.124	519.798	536.424	570.408	445.396	632.17	4.98	2.13
53945	Slc40a1	599.6667	924.6667	613.6667	49.06	85.605	109.18	420.05	283.945	96.07	4.31	2.14
15369	Hmox2	1056	1010.6667	1141.3333	1128.13	1462.24	2053.05	771.03	1237.86	1019.6	2.03	0.75
15369	Hmox2	1056	1010.6667	1141.3333	1128.13	1462.24	2053.05	771.03	1237.86	1019.6	0.9	0.45
58250	Chst11	995	956.6667	943.3333	677.6767	732.9333	636.2833	471.15	386.5	610.5667	10.3	4.83
74385	Ap5m1	774	777.6667	827	174.5567	132.78	93.6133	103.3133	57.1267	111.32	17.6	7.93
68626	Elac2	1066	1008.6667	1143.3333	271.1267	183.4267	213.02	226.2567	222.05	199.8433	1.75	0.66
68626	Elac2	1066	1008.6667	1143.3333	271.1267	183.4267	213.02	226.2567	222.05	199.8433	2.01	0.92
54613	St3gal6	1363.3333	968.6667	1423	15.708	27.602	25.306	12.318	31.01	11.368	1.33	0.39
56191	Tro	47.6667	58.6667	32.6667	35.51	27.38	20.03	53.61	62.98	38.54	0.63	0.24
12797	Cnn1	50	69.3333	36.6667	72.71	25.09	5.09	15.58	15.44	122.28	1.03	0.43
104271	Tex15	54.3333	4.3333	22	53	29.64	13.93	26.28	28.33	20.34	0.93	0.16
56357	Ivd	6798	6334.3333	6369.6667	456.345	375.31	189.055	253.16	395.85	552.175	1.95	0.74
68095	Ociad1	4104	3935.3333	4495.6667	1700.32	1550.475	1442.1	2366.25	1652.545	1755.77	9.43	0
68095	Ociad1	4104	3935.3333	4495.6667	1700.32	1550.475	1442.1	2366.25	1652.545	1755.77	0.91	0.4
71807	Tars2	1054	1074	1163.6667	197.72	153.45	148.905	152.32	116.43	178.965	0.85	0.16
71891	Cdadc1	1404.3333	1410.3333	1447.3333	170.2157	129.1114	106.9943	97.0714	86.8129	128.8557	5.57	2.32
23984	Pde10a	155.3333	157.6667	142.6667	142.426	167.518	182.37	156.926	183.714	173.008	1.75	0.28
77582	Mboat7	1092	1039.6667	1214.3333	131.1767	205.91	181.1333	154.6367	204.08	155.0733	0.92	0
109754	Cyb5r3	4379.3333	3585	4365	2489.955	1610.9775	2744.2625	1793.2375	2690.485	1797.3225	1.5	0.13
109754	Cyb5r3	4379.3333	3585	4365	2489.955	1610.9775	2744.2625	1793.2375	2690.485	1797.3225	5.29	1.24
20280	Scp2	13056	12084.6667	12585.6667	4627.8325	3927.0525	2809.415	1984.4625	3036.225	5109.2325	147.96	70.29
20280	Scp2	13056	12084.6667	12585.6667	4627.8325	3927.0525	2809.415	1984.4625	3036.225	5109.2325	74.22	18.65
20280	Scp2	13056	12084.6667	12585.6667	4627.8325	3927.0525	2809.415	1984.4625	3036.225	5109.2325	5.98	1.88
20280	Scp2	13056	12084.6667	12585.6667	4627.8325	3927.0525	2809.415	1984.4625	3036.225	5109.2325	1.68	0.22
20280	Scp2	13056	12084.6667	12585.6667	4627.8325	3927.0525	2809.415	1984.4625	3036.225	5109.2325	2.18	0.91
11988	Slc7a2	171.3333	188.3333	139.3333	577.1125	188.635	155.8225	757.26	264.835	1184.51	8.07	0.38
80284	Smim12	596	607	630.3333	78	164.17	71.39	181.3	230.13	104.75	0.97	0.42
76263	Gstk1	1240.6667	1223.6667	1169.3333	1095.11	823.18	495.61	584.4	1528.83	1370.36	1.45	0.01
76263	Gstk1	1240.6667	1223.6667	1169.3333	1095.11	823.18	495.61	584.4	1528.83	1370.36	2.24	0.75
84092	Usp8	2926.6667	2867	3261.6667	393.185	427.225	515.105	325.48	186.965	518.47	10.52	2.37
26441	Psma4	2396	2314.6667	2654.3333	2687.31	2795.59	2345.68	3964.46	3693.19	4580.87	46.25	20.26
26441	Psma4	2396	2314.6667	2654.3333	2687.31	2795.59	2345.68	3964.46	3693.19	4580.87	0.83	0.29
71865	Fbxo30	437.3333	453.3333	443.6667	424.605	447.6	515.435	582.6975	308.985	264.6425	22.52	9.11
74335	Xrcc3	285	293.3333	285	57.4	62.83	37.975	47.85	60.03	51.89	0.79	0.22
207781	C2cd2	1170.3333	1034.6667	1229.3333	95.4425	84.45	89.73	68.785	84.4375	89.3925	1.9	0.92
77040	Atg16l1	1302.3333	1247	1475.3333	196.285	198.4	181.145	187.605	144.27	222.44	1.64	0.63
